show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s177,TV Show,Netflix Title 177,David Kim,Actor E,India,"May 15, 2022",2022,R,6 Seasons,Romantic Movies,Sample description for Netflix title 177.
s178,Movie,Netflix Title 178,David Kim,Actor E,France,"May 9, 2011",2011,TV-14,153 min,Comedy,Sample description for Netflix title 178.
s179,Movie,Netflix Title 179,Emily Brown,"Actor F, Actor G",Japan,"December 9, 2015",2015,R,139 min,Action & Adventure,Sample description for Netflix title 179.
s180,TV Show,Netflix Title 180,Sara Wilson,"Actor H, Actor I",Mexico,"January 18, 2009",2009,PG,8 Seasons,Documentaries,Sample description for Netflix title 180.
s181,Movie,Netflix Title 181,John Smith,"Actor C, Actor D",Mexico,"July 23, 2020",2020,G,126 min,Thrillers,Sample description for Netflix title 181.
s182,Movie,Netflix Title 182,Emily Brown,"Actor H, Actor I",Australia,"November 6, 2023",2023,PG-13,93 min,Sci-Fi,Sample description for Netflix title 182.
s183,TV Show,Netflix Title 183,Raj Kumar,"Actor C, Actor D",Mexico,"April 5, 2012",2012,R,3 Seasons,Sci-Fi,Sample description for Netflix title 183.
s184,TV Show,Netflix Title 184,Emily Brown,"Actor A, Actor B",United States,"February 16, 2013",2013,G,8 Seasons,Sci-Fi,Sample description for Netflix title 184.
s185,Movie,Netflix Title 185,Raj Kumar,"Actor A, Actor B",Japan,"September 26, 2008",2008,TV-PG,84 min,Horror,Sample description for Netflix title 185.
s186,Movie,Netflix Title 186,Emily Brown,"Actor F, Actor G",United Kingdom,"July 8, 2013",2013,R,168 min,Documentaries,Sample description for Netflix title 186.
s187,Movie,Netflix Title 187,John Smith,Actor E,Australia,"January 10, 2009",2009,R,180 min,Sci-Fi,Sample description for Netflix title 187.
s188,TV Show,Netflix Title 188,Jane Doe,"Actor F, Actor G",Brazil,"March 13, 2010",2010,G,6 Seasons,Sci-Fi,Sample description for Netflix title 188.
s189,TV Show,Netflix Title 189,Sara Wilson,"Actor A, Actor B",United Kingdom,"November 2, 2009",2009,TV-MA,2 Seasons,Drama,Sample description for Netflix title 189.
s190,TV Show,Netflix Title 190,David Kim,"Actor H, Actor I",Mexico,"January 25, 2015",2015,PG,2 Seasons,Drama,Sample description for Netflix title 190.
s191,Movie,Netflix Title 191,Emily Brown,Actor E,India,"January 18, 2020",2020,TV-14,81 min,Action & Adventure,Sample description for Netflix title 191.
s192,TV Show,Netflix Title 192,Jane Doe,Actor E,Brazil,"April 2, 2017",2017,TV-14,1 Seasons,Horror,Sample description for Netflix title 192.
s193,Movie,Netflix Title 193,Emily Brown,"Actor F, Actor G",India,"September 9, 2010",2010,PG-13,164 min,Crime TV Shows,Sample description for Netflix title 193.
s194,Movie,Netflix Title 194,Alex Lee,"Actor H, Actor I",Japan,"May 27, 2013",2013,PG-13,74 min,Thrillers,Sample description for Netflix title 194.
s195,Movie,Netflix Title 195,Alex Lee,"Actor C, Actor D",Canada,"April 9, 2011",2011,G,174 min,Crime TV Shows,Sample description for Netflix title 195.
s196,Movie,Netflix Title 196,John Smith,"Actor H, Actor I",Spain,"June 2, 2021",2021,TV-PG,132 min,Crime TV Shows,Sample description for Netflix title 196.
s197,TV Show,Netflix Title 197,Alex Lee,"Actor F, Actor G",United Kingdom,"November 19, 2023",2023,TV-PG,6 Seasons,Romantic Movies,Sample description for Netflix title 197.
s198,TV Show,Netflix Title 198,Emily Brown,Actor E,United States,"January 2, 2013",2013,TV-14,2 Seasons,Crime TV Shows,Sample description for Netflix title 198.
s199,TV Show,Netflix Title 199,Raj Kumar,"Actor H, Actor I",United Kingdom,"July 19, 2025",2025,PG-13,2 Seasons,Thrillers,Sample description for Netflix title 199.
s200,Movie,Netflix Title 200,Emily Brown,"Actor C, Actor D",South Korea,"January 16, 2017",2017,TV-PG,129 min,Crime TV Shows,Sample description for Netflix title 200.
s201,TV Show,Netflix Title 201,Sara Wilson,Actor E,United Kingdom,"March 7, 2018",2018,PG-13,8 Seasons,Drama,Sample description for Netflix title 201.
s202,TV Show,Netflix Title 202,John Smith,"Actor C, Actor D",Japan,"October 12, 2010",2010,TV-MA,8 Seasons,Kids' TV,Sample description for Netflix title 202.
s203,Movie,Netflix Title 203,David Kim,"Actor H, Actor I",Canada,"October 10, 2013",2013,TV-14,87 min,Crime TV Shows,Sample description for Netflix title 203.
s204,TV Show,Netflix Title 204,Emily Brown,Actor E,Brazil,"November 27, 2024",2024,TV-14,6 Seasons,Kids' TV,Sample description for Netflix title 204.
s205,TV Show,Netflix Title 205,Jane Doe,"Actor H, Actor I",Mexico,"August 14, 2011",2011,TV-14,10 Seasons,Thrillers,Sample description for Netflix title 205.
s206,Movie,Netflix Title 206,Sara Wilson,"Actor H, Actor I",Brazil,"September 6, 2024",2024,TV-MA,74 min,Horror,Sample description for Netflix title 206.
s207,Movie,Netflix Title 207,Emily Brown,"Actor A, Actor B",South Korea,"September 18, 2023",2023,PG,73 min,Sci-Fi,Sample description for Netflix title 207.
s208,TV Show,Netflix Title 208,Alex Lee,"Actor F, Actor G",Brazil,"October 24, 2013",2013,TV-14,3 Seasons,Comedy,Sample description for Netflix title 208.
s209,Movie,Netflix Title 209,Sara Wilson,"Actor F, Actor G",Spain,"July 5, 2021",2021,PG-13,133 min,Crime TV Shows,Sample description for Netflix title 209.
s210,TV Show,Netflix Title 210,David Kim,Actor E,South Korea,"November 11, 2011",2011,TV-PG,5 Seasons,Sci-Fi,Sample description for Netflix title 210.
s211,Movie,Netflix Title 211,Raj Kumar,Actor E,Germany,"December 3, 2008",2008,TV-PG,145 min,Romantic Movies,Sample description for Netflix title 211.
s212,Movie,Netflix Title 212,Emily Brown,"Actor F, Actor G",India,"June 14, 2010",2010,TV-MA,85 min,Horror,Sample description for Netflix title 212.
s213,Movie,Netflix Title 213,Jane Doe,"Actor H, Actor I",Japan,"January 17, 2017",2017,PG-13,92 min,Kids' TV,Sample description for Netflix title 213.
s214,TV Show,Netflix Title 214,Emily Brown,"Actor C, Actor D",Brazil,"December 3, 2020",2020,PG,6 Seasons,Crime TV Shows,Sample description for Netflix title 214.
s215,TV Show,Netflix Title 215,Emily Brown,Actor E,Australia,"March 22, 2017",2017,TV-MA,1 Seasons,Romantic Movies,Sample description for Netflix title 215.
s216,TV Show,Netflix Title 216,Raj Kumar,"Actor F, Actor G",Australia,"January 19, 2025",2025,G,7 Seasons,Sci-Fi,Sample description for Netflix title 216.
s217,Movie,Netflix Title 217,Raj Kumar,"Actor A, Actor B",Australia,"April 10, 2011",2011,R,129 min,Action & Adventure,Sample description for Netflix title 217.
s218,Movie,Netflix Title 218,Alex Lee,"Actor H, Actor I",United Kingdom,"December 13, 2017",2017,G,68 min,Comedy,Sample description for Netflix title 218.
s219,TV Show,Netflix Title 219,Jane Doe,"Actor H, Actor I",United States,"August 7, 2020",2020,PG-13,9 Seasons,Kids' TV,Sample description for Netflix title 219.
s220,TV Show,Netflix Title 220,Sara Wilson,"Actor H, Actor I",Australia,"May 14, 2010",2010,G,5 Seasons,Sci-Fi,Sample description for Netflix title 220.
s221,Movie,Netflix Title 221,John Smith,"Actor F, Actor G",Spain,"March 6, 2014",2014,G,145 min,Crime TV Shows,Sample description for Netflix title 221.
s222,Movie,Netflix Title 222,Jane Doe,Actor E,Brazil,"January 14, 2014",2014,TV-14,115 min,Sci-Fi,Sample description for Netflix title 222.
s223,Movie,Netflix Title 223,Alex Lee,"Actor F, Actor G",United States,"January 18, 2013",2013,G,91 min,Documentaries,Sample description for Netflix title 223.
s224,TV Show,Netflix Title 224,Sara Wilson,"Actor C, Actor D",Brazil,"April 5, 2010",2010,G,5 Seasons,Comedy,Sample description for Netflix title 224.
s225,Movie,Netflix Title 225,John Smith,"Actor A, Actor B",Mexico,"July 6, 2015",2015,TV-PG,140 min,Comedy,Sample description for Netflix title 225.
s226,TV Show,Netflix Title 226,Sara Wilson,"Actor F, Actor G",Japan,"February 16, 2020",2020,PG-13,1 Seasons,Comedy,Sample description for Netflix title 226.
s227,Movie,Netflix Title 227,Sara Wilson,"Actor C, Actor D",Australia,"May 4, 2013",2013,R,131 min,Crime TV Shows,Sample description for Netflix title 227.
s228,Movie,Netflix Title 228,Raj Kumar,"Actor F, Actor G",Germany,"October 4, 2013",2013,TV-PG,159 min,Kids' TV,Sample description for Netflix title 228.
s229,TV Show,Netflix Title 229,David Kim,Actor E,United Kingdom,"June 19, 2010",2010,R,9 Seasons,Drama,Sample description for Netflix title 229.
s230,Movie,Netflix Title 230,Alex Lee,"Actor A, Actor B",Mexico,"July 16, 2008",2008,PG-13,76 min,Drama,Sample description for Netflix title 230.
s231,Movie,Netflix Title 231,Sara Wilson,"Actor F, Actor G",United Kingdom,"July 1, 2013",2013,R,139 min,Thrillers,Sample description for Netflix title 231.
s232,TV Show,Netflix Title 232,Raj Kumar,Actor E,South Korea,"July 20, 2011",2011,R,3 Seasons,Comedy,Sample description for Netflix title 232.
s233,TV Show,Netflix Title 233,Emily Brown,"Actor C, Actor D",India,"November 9, 2025",2025,G,5 Seasons,Action & Adventure,Sample description for Netflix title 233.
s234,TV Show,Netflix Title 234,Alex Lee,Actor E,India,"May 19, 2017",2017,TV-PG,7 Seasons,Drama,Sample description for Netflix title 234.
s235,Movie,Netflix Title 235,Alex Lee,"Actor F, Actor G",Australia,"March 10, 2009",2009,TV-MA,144 min,Crime TV Shows,Sample description for Netflix title 235.
s236,Movie,Netflix Title 236,David Kim,Actor E,India,"October 27, 2012",2012,PG-13,161 min,Thrillers,Sample description for Netflix title 236.
s237,Movie,Netflix Title 237,Raj Kumar,"Actor H, Actor I",India,"June 23, 2014",2014,TV-PG,178 min,Sci-Fi,Sample description for Netflix title 237.
s238,TV Show,Netflix Title 238,Alex Lee,"Actor F, Actor G",Australia,"September 9, 2011",2011,PG-13,4 Seasons,Comedy,Sample description for Netflix title 238.
s239,TV Show,Netflix Title 239,Raj Kumar,"Actor C, Actor D",United States,"September 13, 2011",2011,TV-14,3 Seasons,Drama,Sample description for Netflix title 239.
s240,TV Show,Netflix Title 240,Raj Kumar,"Actor C, Actor D",Australia,"February 27, 2021",2021,TV-PG,3 Seasons,Documentaries,Sample description for Netflix title 240.
s241,TV Show,Netflix Title 241,David Kim,Actor E,Mexico,"October 14, 2014",2014,PG,1 Seasons,Drama,Sample description for Netflix title 241.
s242,TV Show,Netflix Title 242,Jane Doe,"Actor C, Actor D",South Korea,"May 28, 2022",2022,TV-14,7 Seasons,Drama,Sample description for Netflix title 242.
s243,TV Show,Netflix Title 243,David Kim,"Actor A, Actor B",South Korea,"April 2, 2014",2014,TV-14,8 Seasons,Sci-Fi,Sample description for Netflix title 243.
s244,TV Show,Netflix Title 244,Sara Wilson,"Actor H, Actor I",Germany,"February 4, 2013",2013,R,7 Seasons,Kids' TV,Sample description for Netflix title 244.
s245,Movie,Netflix Title 245,Sara Wilson,"Actor A, Actor B",Mexico,"November 1, 2019",2019,TV-MA,131 min,Thrillers,Sample description for Netflix title 245.
s246,Movie,Netflix Title 246,John Smith,"Actor C, Actor D",Japan,"February 26, 2017",2017,TV-MA,80 min,Horror,Sample description for Netflix title 246.
s247,TV Show,Netflix Title 247,Raj Kumar,"Actor F, Actor G",Germany,"February 12, 2018",2018,PG,6 Seasons,Thrillers,Sample description for Netflix title 247.
s248,Movie,Netflix Title 248,Jane Doe,"Actor C, Actor D",India,"May 12, 2010",2010,PG-13,180 min,Thrillers,Sample description for Netflix title 248.
s249,TV Show,Netflix Title 249,Alex Lee,"Actor F, Actor G",India,"February 20, 2012",2012,TV-14,7 Seasons,Sci-Fi,Sample description for Netflix title 249.
s250,TV Show,Netflix Title 250,David Kim,"Actor A, Actor B",Japan,"May 20, 2011",2011,PG,1 Seasons,Documentaries,Sample description for Netflix title 250.
s251,Movie,Netflix Title 251,Sara Wilson,"Actor C, Actor D",South Korea,"February 21, 2021",2021,TV-MA,110 min,Action & Adventure,Sample description for Netflix title 251.
s252,TV Show,Netflix Title 252,Emily Brown,"Actor H, Actor I",Brazil,"August 14, 2024",2024,G,5 Seasons,Documentaries,Sample description for Netflix title 252.
s253,Movie,Netflix Title 253,Jane Doe,"Actor A, Actor B",Brazil,"August 1, 2015",2015,PG,113 min,Kids' TV,Sample description for Netflix title 253.
s254,TV Show,Netflix Title 254,David Kim,"Actor C, Actor D",Germany,"December 4, 2009",2009,PG-13,1 Seasons,Comedy,Sample description for Netflix title 254.
s255,Movie,Netflix Title 255,David Kim,Actor E,Spain,"June 18, 2016",2016,PG,102 min,Documentaries,Sample description for Netflix title 255.
s256,TV Show,Netflix Title 256,David Kim,"Actor F, Actor G",Australia,"February 9, 2023",2023,PG,5 Seasons,Romantic Movies,Sample description for Netflix title 256.
s257,TV Show,Netflix Title 257,Sara Wilson,"Actor H, Actor I",Brazil,"August 11, 2019",2019,TV-MA,6 Seasons,Horror,Sample description for Netflix title 257.
s258,TV Show,Netflix Title 258,Emily Brown,"Actor C, Actor D",India,"January 13, 2025",2025,R,7 Seasons,Sci-Fi,Sample description for Netflix title 258.
s259,Movie,Netflix Title 259,Sara Wilson,"Actor A, Actor B",United States,"April 1, 2024",2024,TV-14,172 min,Documentaries,Sample description for Netflix title 259.
s260,Movie,Netflix Title 260,Jane Doe,"Actor C, Actor D",Germany,"December 18, 2021",2021,TV-MA,174 min,Action & Adventure,Sample description for Netflix title 260.
s261,TV Show,Netflix Title 261,Sara Wilson,"Actor F, Actor G",United States,"November 1, 2024",2024,PG-13,6 Seasons,Crime TV Shows,Sample description for Netflix title 261.
s262,Movie,Netflix Title 262,Alex Lee,"Actor H, Actor I",United Kingdom,"September 16, 2011",2011,R,64 min,Horror,Sample description for Netflix title 262.
s263,Movie,Netflix Title 263,Emily Brown,Actor E,Canada,"April 11, 2008",2008,PG-13,140 min,Crime TV Shows,Sample description for Netflix title 263.
s264,Movie,Netflix Title 264,Jane Doe,"Actor A, Actor B",Canada,"September 10, 2015",2015,G,171 min,Drama,Sample description for Netflix title 264.
s265,TV Show,Netflix Title 265,John Smith,"Actor A, Actor B",India,"June 14, 2012",2012,TV-PG,3 Seasons,Drama,Sample description for Netflix title 265.
s266,TV Show,Netflix Title 266,Jane Doe,Actor E,Canada,"November 27, 2011",2011,TV-14,1 Seasons,Horror,Sample description for Netflix title 266.
s267,Movie,Netflix Title 267,Raj Kumar,"Actor F, Actor G",France,"December 6, 2012",2012,R,89 min,Crime TV Shows,Sample description for Netflix title 267.
s268,Movie,Netflix Title 268,David Kim,"Actor F, Actor G",Brazil,"November 21, 2022",2022,PG-13,66 min,Drama,Sample description for Netflix title 268.
s269,TV Show,Netflix Title 269,Alex Lee,"Actor H, Actor I",United States,"June 19, 2012",2012,G,1 Seasons,Comedy,Sample description for Netflix title 269.
s270,Movie,Netflix Title 270,Sara Wilson,"Actor F, Actor G",Spain,"March 22, 2025",2025,R,142 min,Documentaries,Sample description for Netflix title 270.
s271,Movie,Netflix Title 271,Emily Brown,"Actor H, Actor I",India,"November 10, 2009",2009,TV-14,60 min,Crime TV Shows,Sample description for Netflix title 271.
s272,Movie,Netflix Title 272,Alex Lee,"Actor A, Actor B",Mexico,"August 17, 2008",2008,PG,63 min,Horror,Sample description for Netflix title 272.
s273,TV Show,Netflix Title 273,Emily Brown,"Actor A, Actor B",United Kingdom,"March 25, 2011",2011,TV-PG,7 Seasons,Comedy,Sample description for Netflix title 273.
s274,Movie,Netflix Title 274,John Smith,"Actor H, Actor I",France,"September 17, 2016",2016,R,165 min,Sci-Fi,Sample description for Netflix title 274.
s275,Movie,Netflix Title 275,Emily Brown,"Actor A, Actor B",Canada,"September 19, 2009",2009,TV-MA,148 min,Drama,Sample description for Netflix title 275.
s276,Movie,Netflix Title 276,John Smith,"Actor F, Actor G",South Korea,"May 28, 2011",2011,TV-MA,130 min,Thrillers,Sample description for Netflix title 276.
s277,TV Show,Netflix Title 277,Sara Wilson,"Actor F, Actor G",United States,"December 6, 2009",2009,TV-14,1 Seasons,Comedy,Sample description for Netflix title 277.
s278,Movie,Netflix Title 278,Alex Lee,"Actor F, Actor G",Mexico,"June 21, 2023",2023,PG,97 min,Sci-Fi,Sample description for Netflix title 278.
s279,TV Show,Netflix Title 279,Sara Wilson,Actor E,Germany,"July 11, 2023",2023,PG,6 Seasons,Drama,Sample description for Netflix title 279.
s280,Movie,Netflix Title 280,David Kim,"Actor H, Actor I",Japan,"November 1, 2012",2012,G,179 min,Drama,Sample description for Netflix title 280.
s281,TV Show,Netflix Title 281,Raj Kumar,Actor E,South Korea,"November 23, 2025",2025,PG-13,6 Seasons,Documentaries,Sample description for Netflix title 281.
s282,Movie,Netflix Title 282,Sara Wilson,"Actor A, Actor B",South Korea,"December 26, 2020",2020,R,147 min,Horror,Sample description for Netflix title 282.
s283,Movie,Netflix Title 283,Emily Brown,"Actor C, Actor D",Canada,"October 25, 2015",2015,R,172 min,Crime TV Shows,Sample description for Netflix title 283.
s284,Movie,Netflix Title 284,David Kim,"Actor H, Actor I",India,"June 26, 2021",2021,PG,105 min,Romantic Movies,Sample description for Netflix title 284.
s285,TV Show,Netflix Title 285,Raj Kumar,"Actor C, Actor D",France,"July 10, 2018",2018,R,8 Seasons,Sci-Fi,Sample description for Netflix title 285.
s286,TV Show,Netflix Title 286,John Smith,"Actor H, Actor I",Brazil,"September 13, 2022",2022,TV-14,7 Seasons,Comedy,Sample description for Netflix title 286.
s287,Movie,Netflix Title 287,Emily Brown,"Actor A, Actor B",United Kingdom,"October 21, 2024",2024,PG,139 min,Romantic Movies,Sample description for Netflix title 287.
s288,TV Show,Netflix Title 288,Alex Lee,Actor E,Mexico,"October 8, 2009",2009,PG,8 Seasons,Drama,Sample description for Netflix title 288.
s289,TV Show,Netflix Title 289,Alex Lee,"Actor H, Actor I",Japan,"December 10, 2012",2012,TV-14,8 Seasons,Romantic Movies,Sample description for Netflix title 289.
s290,TV Show,Netflix Title 290,Sara Wilson,"Actor H, Actor I",France,"June 8, 2024",2024,TV-MA,1 Seasons,Romantic Movies,Sample description for Netflix title 290.
s291,Movie,Netflix Title 291,Emily Brown,"Actor H, Actor I",South Korea,"February 11, 2024",2024,R,144 min,Documentaries,Sample description for Netflix title 291.
s292,TV Show,Netflix Title 292,Jane Doe,"Actor C, Actor D",South Korea,"November 7, 2020",2020,R,9 Seasons,Sci-Fi,Sample description for Netflix title 292.
s293,TV Show,Netflix Title 293,Sara Wilson,"Actor A, Actor B",France,"May 26, 2009",2009,PG-13,3 Seasons,Crime TV Shows,Sample description for Netflix title 293.
s294,Movie,Netflix Title 294,David Kim,"Actor H, Actor I",United Kingdom,"March 26, 2008",2008,TV-PG,165 min,Thrillers,Sample description for Netflix title 294.
s295,TV Show,Netflix Title 295,John Smith,"Actor F, Actor G",Germany,"June 20, 2009",2009,PG,5 Seasons,Kids' TV,Sample description for Netflix title 295.
s296,TV Show,Netflix Title 296,Sara Wilson,"Actor C, Actor D",Australia,"April 9, 2014",2014,G,6 Seasons,Drama,Sample description for Netflix title 296.
s297,Movie,Netflix Title 297,Raj Kumar,"Actor C, Actor D",Mexico,"August 26, 2019",2019,TV-MA,172 min,Sci-Fi,Sample description for Netflix title 297.
s298,TV Show,Netflix Title 298,John Smith,"Actor F, Actor G",United States,"January 14, 2011",2011,TV-14,2 Seasons,Drama,Sample description for Netflix title 298.
s299,Movie,Netflix Title 299,Raj Kumar,Actor E,France,"February 20, 2025",2025,R,159 min,Crime TV Shows,Sample description for Netflix title 299.
s300,TV Show,Netflix Title 300,Raj Kumar,"Actor H, Actor I",Mexico,"November 6, 2012",2012,R,2 Seasons,Kids' TV,Sample description for Netflix title 300.
s301,TV Show,Netflix Title 301,Raj Kumar,"Actor H, Actor I",Germany,"September 8, 2018",2018,PG,7 Seasons,Documentaries,Sample description for Netflix title 301.
s302,Movie,Netflix Title 302,Emily Brown,"Actor C, Actor D",Australia,"July 22, 2023",2023,G,135 min,Romantic Movies,Sample description for Netflix title 302.
s303,TV Show,Netflix Title 303,Alex Lee,"Actor H, Actor I",Brazil,"February 10, 2019",2019,G,1 Seasons,Crime TV Shows,Sample description for Netflix title 303.
s304,Movie,Netflix Title 304,John Smith,Actor E,India,"July 17, 2019",2019,TV-PG,140 min,Horror,Sample description for Netflix title 304.
s305,Movie,Netflix Title 305,David Kim,"Actor A, Actor B",Japan,"February 4, 2021",2021,G,154 min,Sci-Fi,Sample description for Netflix title 305.
s306,TV Show,Netflix Title 306,John Smith,"Actor C, Actor D",Japan,"October 21, 2016",2016,G,6 Seasons,Action & Adventure,Sample description for Netflix title 306.
s307,TV Show,Netflix Title 307,Alex Lee,"Actor H, Actor I",India,"July 11, 2012",2012,R,3 Seasons,Comedy,Sample description for Netflix title 307.
s308,TV Show,Netflix Title 308,Emily Brown,"Actor A, Actor B",United States,"December 27, 2025",2025,TV-MA,7 Seasons,Action & Adventure,Sample description for Netflix title 308.
s309,Movie,Netflix Title 309,Sara Wilson,"Actor A, Actor B",Mexico,"April 28, 2016",2016,G,88 min,Thrillers,Sample description for Netflix title 309.
s310,TV Show,Netflix Title 310,Jane Doe,"Actor A, Actor B",South Korea,"October 24, 2024",2024,TV-MA,4 Seasons,Documentaries,Sample description for Netflix title 310.
s311,Movie,Netflix Title 311,David Kim,"Actor A, Actor B",Brazil,"September 14, 2013",2013,R,73 min,Action & Adventure,Sample description for Netflix title 311.
s312,TV Show,Netflix Title 312,Alex Lee,"Actor F, Actor G",United States,"May 14, 2015",2015,TV-MA,5 Seasons,Documentaries,Sample description for Netflix title 312.
s313,TV Show,Netflix Title 313,David Kim,Actor E,France,"November 6, 2015",2015,TV-PG,5 Seasons,Comedy,Sample description for Netflix title 313.
s314,TV Show,Netflix Title 314,Raj Kumar,"Actor F, Actor G",Spain,"July 4, 2018",2018,PG,9 Seasons,Action & Adventure,Sample description for Netflix title 314.
s315,Movie,Netflix Title 315,John Smith,"Actor C, Actor D",Mexico,"May 28, 2013",2013,TV-MA,154 min,Thrillers,Sample description for Netflix title 315.
s316,TV Show,Netflix Title 316,David Kim,Actor E,India,"November 22, 2021",2021,R,8 Seasons,Kids' TV,Sample description for Netflix title 316.
s317,TV Show,Netflix Title 317,Alex Lee,"Actor F, Actor G",Mexico,"April 25, 2009",2009,TV-MA,5 Seasons,Horror,Sample description for Netflix title 317.
s318,Movie,Netflix Title 318,Alex Lee,"Actor C, Actor D",South Korea,"January 17, 2023",2023,TV-PG,137 min,Action & Adventure,Sample description for Netflix title 318.
s319,TV Show,Netflix Title 319,David Kim,"Actor A, Actor B",South Korea,"October 15, 2024",2024,R,7 Seasons,Horror,Sample description for Netflix title 319.
s320,TV Show,Netflix Title 320,Emily Brown,"Actor C, Actor D",Brazil,"June 11, 2008",2008,TV-PG,6 Seasons,Crime TV Shows,Sample description for Netflix title 320.
s321,Movie,Netflix Title 321,Emily Brown,"Actor H, Actor I",India,"February 18, 2008",2008,TV-MA,163 min,Horror,Sample description for Netflix title 321.
s322,Movie,Netflix Title 322,David Kim,"Actor C, Actor D",Mexico,"September 6, 2010",2010,TV-14,117 min,Sci-Fi,Sample description for Netflix title 322.
s323,Movie,Netflix Title 323,Raj Kumar,"Actor C, Actor D",Germany,"March 25, 2023",2023,TV-MA,134 min,Action & Adventure,Sample description for Netflix title 323.
s324,TV Show,Netflix Title 324,Jane Doe,Actor E,Spain,"December 14, 2014",2014,R,6 Seasons,Horror,Sample description for Netflix title 324.
s325,TV Show,Netflix Title 325,Sara Wilson,Actor E,Canada,"December 22, 2020",2020,TV-MA,6 Seasons,Romantic Movies,Sample description for Netflix title 325.
s326,TV Show,Netflix Title 326,Raj Kumar,"Actor F, Actor G",South Korea,"April 12, 2017",2017,TV-PG,5 Seasons,Crime TV Shows,Sample description for Netflix title 326.
s327,Movie,Netflix Title 327,Sara Wilson,"Actor A, Actor B",Mexico,"February 5, 2025",2025,PG-13,113 min,Documentaries,Sample description for Netflix title 327.
s328,Movie,Netflix Title 328,David Kim,Actor E,Brazil,"December 22, 2022",2022,PG-13,121 min,Action & Adventure,Sample description for Netflix title 328.
s329,Movie,Netflix Title 329,John Smith,"Actor C, Actor D",Spain,"October 6, 2023",2023,PG-13,79 min,Comedy,Sample description for Netflix title 329.
s330,TV Show,Netflix Title 330,David Kim,"Actor H, Actor I",Brazil,"June 12, 2012",2012,G,2 Seasons,Crime TV Shows,Sample description for Netflix title 330.
s331,TV Show,Netflix Title 331,David Kim,Actor E,United Kingdom,"August 10, 2024",2024,PG,6 Seasons,Documentaries,Sample description for Netflix title 331.
s332,Movie,Netflix Title 332,Jane Doe,Actor E,United States,"April 27, 2022",2022,PG-13,103 min,Drama,Sample description for Netflix title 332.
s333,TV Show,Netflix Title 333,Alex Lee,"Actor F, Actor G",India,"July 13, 2016",2016,R,10 Seasons,Action & Adventure,Sample description for Netflix title 333.
s334,TV Show,Netflix Title 334,John Smith,Actor E,Japan,"December 19, 2014",2014,TV-14,4 Seasons,Action & Adventure,Sample description for Netflix title 334.
s335,Movie,Netflix Title 335,Emily Brown,"Actor C, Actor D",Spain,"April 17, 2014",2014,PG-13,169 min,Horror,Sample description for Netflix title 335.
s336,TV Show,Netflix Title 336,David Kim,Actor E,Brazil,"January 20, 2020",2020,TV-14,4 Seasons,Horror,Sample description for Netflix title 336.
s337,Movie,Netflix Title 337,Emily Brown,"Actor C, Actor D",Mexico,"October 18, 2018",2018,TV-PG,78 min,Drama,Sample description for Netflix title 337.
s338,Movie,Netflix Title 338,Jane Doe,"Actor H, Actor I",Germany,"February 22, 2021",2021,PG-13,144 min,Horror,Sample description for Netflix title 338.
s339,TV Show,Netflix Title 339,John Smith,"Actor A, Actor B",Germany,"September 12, 2019",2019,TV-PG,7 Seasons,Action & Adventure,Sample description for Netflix title 339.
s340,Movie,Netflix Title 340,Emily Brown,"Actor A, Actor B",Brazil,"January 10, 2017",2017,TV-MA,167 min,Romantic Movies,Sample description for Netflix title 340.
s341,Movie,Netflix Title 341,Alex Lee,Actor E,France,"January 19, 2012",2012,TV-14,134 min,Drama,Sample description for Netflix title 341.
s342,TV Show,Netflix Title 342,Emily Brown,"Actor F, Actor G",India,"December 17, 2019",2019,G,10 Seasons,Sci-Fi,Sample description for Netflix title 342.
s343,Movie,Netflix Title 343,David Kim,"Actor A, Actor B",Brazil,"February 6, 2010",2010,R,154 min,Action & Adventure,Sample description for Netflix title 343.
s344,Movie,Netflix Title 344,John Smith,"Actor F, Actor G",Brazil,"June 4, 2010",2010,TV-MA,145 min,Horror,Sample description for Netflix title 344.
s345,Movie,Netflix Title 345,Emily Brown,"Actor A, Actor B",Japan,"January 9, 2012",2012,G,137 min,Kids' TV,Sample description for Netflix title 345.
s346,TV Show,Netflix Title 346,Emily Brown,"Actor F, Actor G",South Korea,"July 26, 2010",2010,PG-13,10 Seasons,Horror,Sample description for Netflix title 346.
s347,TV Show,Netflix Title 347,Raj Kumar,"Actor H, Actor I",India,"December 22, 2008",2008,TV-PG,6 Seasons,Crime TV Shows,Sample description for Netflix title 347.
s348,Movie,Netflix Title 348,David Kim,"Actor H, Actor I",Canada,"October 3, 2025",2025,TV-PG,91 min,Crime TV Shows,Sample description for Netflix title 348.
s349,Movie,Netflix Title 349,John Smith,Actor E,Brazil,"June 18, 2021",2021,G,114 min,Thrillers,Sample description for Netflix title 349.
s350,TV Show,Netflix Title 350,John Smith,"Actor H, Actor I",France,"August 23, 2010",2010,TV-MA,10 Seasons,Comedy,Sample description for Netflix title 350.
s351,Movie,Netflix Title 351,Emily Brown,Actor E,United States,"February 25, 2016",2016,TV-MA,138 min,Thrillers,Sample description for Netflix title 351.
s352,TV Show,Netflix Title 352,Emily Brown,"Actor F, Actor G",Spain,"March 12, 2025",2025,PG,7 Seasons,Horror,Sample description for Netflix title 352.
